time(micros),mv,led,gain,mvfiltered,mvestimated
15219488,2531,100,152194.880000000,2534,2533
15225160,2541,100,152251.600000000,2536,2533
15230832,2541,100,152308.320000000,2535,2533
15236504,2517,100,152365.040000000,2531.20000000000,2533
15242168,2526,100,152421.680000000,2531.20000000000,2533
15247840,2531,100,152478.400000000,2531.20000000000,2533
15253520,2546,100,152535.200000000,2532.20000000000,2533
15259184,2536,100,152591.840000000,2531.20000000000,2533
15264856,2536,100,152648.560000000,2535,2533
15270528,2526,100,152705.280000000,2535,2533
15276200,2536,100,152762,2536,2533
15281872,2541,100,152818.720000000,2535,2533
15287544,2531,100,152875.440000000,2534,2533
15293216,2531,100,152932.160000000,2533,2533
15298888,2531,100,152988.880000000,2534,2533
15304560,2556,100,153045.600000000,2538,2533
15310232,2541,100,153102.320000000,2538,2533
15315904,2526,100,153159.040000000,2537,2533
15321576,2526,100,153215.760000000,2536,2533
15327252,2536,100,153272.520000000,2537,2533
15332920,2556,100,153329.200000000,2537,2533
15338592,2531,100,153385.920000000,2535,2533
15344264,2536,100,153442.640000000,2537,2533
15349936,2531,100,153499.360000000,2538,2533
15355608,2551,100,153556.080000000,2541,2533
15361280,2536,100,153612.800000000,2537,2533
15366952,2521,100,153669.520000000,2535,2533
15372624,2536,100,153726.240000000,2535,2533
15378296,2536,100,153782.960000000,2536,2533
15383968,2551,100,153839.680000000,2536,2533
15389640,2536,100,153896.400000000,2536,2533
15395312,2521,100,153953.120000000,2536,2533
15400992,2531,100,154009.920000000,2535,2533
15406656,2541,100,154066.560000000,2536,2533
15412328,2546,100,154123.280000000,2535,2533
15418000,2521,100,154180,2532,2533
15423672,2531,100,154236.720000000,2534,2533
15429344,2536,100,154293.440000000,2535,2533
15435016,2546,100,154350.160000000,2536,2533
15440688,2536,100,154406.880000000,2534,2533
15446360,2526,100,154463.600000000,2535,2533
15452024,2536,100,154520.240000000,2536,2533
15457696,2536,100,154576.960000000,2536,2533
15463368,2541,100,154633.680000000,2535,2533
15469040,2517,100,154690.400000000,2531.20000000000,2533
15474720,2526,100,154747.200000000,2531.20000000000,2533
15480384,2531,100,154803.840000000,2530.20000000000,2533
15486056,2551,100,154860.560000000,2533.20000000000,2533
15491728,2541,100,154917.280000000,2533.20000000000,2533
15497400,2521,100,154974,2534,2533
15503064,2531,100,155030.640000000,2535,2533
15508736,2536,100,155087.360000000,2536,2533
15514400,2541,100,155144,2534,2533
15520072,2526,100,155200.720000000,2531,2533
15525744,2531,100,155257.440000000,2533,2533
15531416,2536,100,155314.160000000,2534,2533
15537088,2546,100,155370.880000000,2536,2533
15542760,2536,100,155427.600000000,2535,2533
15548432,2521,100,155484.320000000,2534,2533
15554096,2531,100,155540.960000000,2534,2533
15559768,2536,100,155597.680000000,2534,2533
15565432,2551,100,155654.320000000,2535,2533
15571112,2531,100,155711.120000000,2534,2533
15576784,2526,100,155767.840000000,2535,2533
15582456,2531,100,155824.560000000,2535,2533
15588128,2546,100,155881.280000000,2537,2533
15593800,2536,100,155938,2534,2533
15599464,2521,100,155994.640000000,2532,2533
15605136,2536,100,156051.360000000,2534,2533
15610808,2536,100,156108.080000000,2535,2533
15616480,2541,100,156164.800000000,2534,2533
15622156,2536,100,156221.560000000,2534,2533
15627824,2526,100,156278.240000000,2535,2533
15633496,2536,100,156334.960000000,2535,2533
15639168,2551,100,156391.680000000,2538,2533
15644840,2551,100,156448.400000000,2540,2533
15650512,2521,100,156505.120000000,2537,2533
15656184,2531,100,156561.840000000,2538,2533
15661856,2536,100,156618.560000000,2538,2533
15667528,2546,100,156675.280000000,2537,2533
15673200,2546,100,156732,2536,2533
15678872,2526,100,156788.720000000,2537,2533
15684536,2541,100,156845.360000000,2539,2533
15690208,2541,100,156902.080000000,2540,2533
15695884,2536,100,156958.840000000,2538,2533
15701552,2521,100,157015.520000000,2533,2533
15707224,2531,100,157072.240000000,2534,2533
15712896,2541,100,157128.960000000,2534,2533
15718568,2546,100,157185.680000000,2535,2533
15724240,2546,100,157242.400000000,2537,2533
15729912,2521,100,157299.120000000,2537,2533
15735584,2526,100,157355.840000000,2536,2533
15741256,2541,100,157412.560000000,2536,2533
15746928,2541,100,157469.280000000,2535,2533
15752600,2526,100,157526,2531,2533
15758264,2526,100,157582.640000000,2532,2533
15763936,2541,100,157639.360000000,2535,2533
15769616,2546,100,157696.160000000,2536,2533
15775280,2536,100,157752.800000000,2535,2533
15780952,2526,100,157809.520000000,2535,2533
15786616,2531,100,157866.160000000,2536,2533
15792296,2541,100,157922.960000000,2536,2533
15797968,2541,100,157979.680000000,2535,2533
15803640,2536,100,158036.400000000,2535,2533
15809312,2531,100,158093.120000000,2536,2533
15814984,2531,100,158149.840000000,2536,2533
15820656,2551,100,158206.560000000,2538,2533
15826328,2541,100,158263.280000000,2538,2533
15832000,2531,100,158320,2537,2533
15837672,2531,100,158376.720000000,2537,2533
15843352,2541,100,158433.520000000,2539,2533
15849016,2541,100,158490.160000000,2537,2533
15854688,2536,100,158546.880000000,2536,2533
15860360,2526,100,158603.600000000,2535,2533
15866032,2536,100,158660.320000000,2536,2533
15871696,2551,100,158716.960000000,2538,2533
15877368,2536,100,158773.680000000,2537,2533
15883032,2521,100,158830.320000000,2534,2533
15888704,2526,100,158887.040000000,2534,2533
15894376,2531,100,158943.760000000,2533,2533
15900048,2541,100,159000.480000000,2531,2533
15905720,2536,100,159057.200000000,2531,2533
15911392,2531,100,159113.920000000,2533,2533
15917072,2531,100,159170.720000000,2534,2533
15922736,2551,100,159227.360000000,2538,2533
15928408,2536,100,159284.080000000,2537,2533
15934072,2521,100,159340.720000000,2534,2533
15939752,2531,100,159397.520000000,2534,2533
15945424,2536,100,159454.240000000,2535,2533
15951096,2546,100,159510.960000000,2534,2533
15956768,2536,100,159567.680000000,2534,2533
15962440,2526,100,159624.400000000,2535,2533
15968112,2531,100,159681.120000000,2535,2533
15973784,2541,100,159737.840000000,2536,2533
15979456,2541,100,159794.560000000,2535,2533
15985128,2526,100,159851.280000000,2533,2533
15990808,2526,100,159908.080000000,2533,2533
15996472,2531,100,159964.720000000,2533,2533
16002144,2551,100,160021.440000000,2535,2533
16007816,2536,100,160078.160000000,2534,2533
16013488,2526,100,160134.880000000,2534,2533
16019160,2531,100,160191.600000000,2535,2533
16024832,2546,100,160248.320000000,2538,2533
16030504,2541,100,160305.040000000,2536,2533
16036176,2517,100,160361.760000000,2532.20000000000,2533
16041840,2531,100,160418.400000000,2533.20000000000,2533
16047512,2531,100,160475.120000000,2533.20000000000,2533
16053184,2551,100,160531.840000000,2534.20000000000,2533
16058856,2531,100,160588.560000000,2532.20000000000,2533
16064536,2531,100,160645.360000000,2535,2533
16070200,2531,100,160702,2535,2533
16075872,2531,100,160758.720000000,2535,2533
16081544,2546,100,160815.440000000,2534,2533
16087216,2531,100,160872.160000000,2534,2533
16092888,2531,100,160928.880000000,2534,2533
16098560,2531,100,160985.600000000,2534,2533
16104232,2556,100,161042.320000000,2539,2533
16109904,2536,100,161099.040000000,2537,2533
16115576,2521,100,161155.760000000,2535,2533
16121248,2531,100,161212.480000000,2535,2533
16126920,2531,100,161269.200000000,2535,2533
16132592,2551,100,161325.920000000,2534,2533
16138268,2531,100,161382.680000000,2533,2533
16143936,2531,100,161439.360000000,2535,2533
16149608,2531,100,161496.080000000,2535,2533
16155280,2546,100,161552.800000000,2538,2533
16160952,2536,100,161609.520000000,2535,2533
16166624,2526,100,161666.240000000,2534,2533
16172296,2536,100,161722.960000000,2535,2533
16177968,2531,100,161779.680000000,2535,2533
16183640,2551,100,161836.400000000,2536,2533
16189312,2531,100,161893.120000000,2535,2533
16194984,2526,100,161949.840000000,2535,2533
16200648,2531,100,162006.480000000,2534,2533
16206320,2541,100,162063.200000000,2536,2533
16212000,2546,100,162120,2535,2533
16217664,2521,100,162176.640000000,2533,2533
16223336,2531,100,162233.360000000,2534,2533
16229008,2531,100,162290.080000000,2534,2533
16234680,2546,100,162346.800000000,2535,2533
16240352,2541,100,162403.520000000,2534,2533
16246024,2526,100,162460.240000000,2535,2533
16251696,2531,100,162516.960000000,2535,2533
16257368,2531,100,162573.680000000,2535,2533
16263040,2546,100,162630.400000000,2535,2533
16268712,2521,100,162687.120000000,2531,2533
16274384,2526,100,162743.840000000,2531,2533
16280056,2536,100,162800.560000000,2532,2533
16285736,2551,100,162857.360000000,2536,2533
16291400,2536,100,162914,2534,2533
16297072,2521,100,162970.720000000,2534,2533
16302736,2531,100,163027.360000000,2535,2533
16308408,2536,100,163084.080000000,2535,2533
16314072,2541,100,163140.720000000,2533,2533
16319744,2517,100,163197.440000000,2529.20000000000,2533
16325416,2531,100,163254.160000000,2531.20000000000,2533
16331088,2536,100,163310.880000000,2532.20000000000,2533
16336760,2546,100,163367.600000000,2534.20000000000,2533
16342432,2536,100,163424.320000000,2533.20000000000,2533
16348104,2521,100,163481.040000000,2534,2533
16353776,2531,100,163537.760000000,2534,2533
16359452,2531,100,163594.520000000,2533,2533
16365120,2546,100,163651.200000000,2533,2533
16370792,2531,100,163707.920000000,2532,2533
16376464,2526,100,163764.640000000,2533,2533
16382136,2536,100,163821.360000000,2534,2533
16387808,2546,100,163878.080000000,2537,2533
16393480,2541,100,163934.800000000,2536,2533
16399152,2521,100,163991.520000000,2534,2533
16404824,2536,100,164048.240000000,2536,2533
16410496,2536,100,164104.960000000,2536,2533
16416168,2541,100,164161.680000000,2535,2533
16421840,2531,100,164218.400000000,2533,2533
16427512,2531,100,164275.120000000,2535,2533
16433188,2536,100,164331.880000000,2535,2533
16438856,2546,100,164388.560000000,2537,2533
16444528,2551,100,164445.280000000,2539,2533
16450200,2521,100,164502,2537,2533
16455872,2526,100,164558.720000000,2536,2533
16461536,2536,100,164615.360000000,2536,2533
16467208,2546,100,164672.080000000,2536,2533
16472880,2541,100,164728.800000000,2534,2533
16478552,2526,100,164785.520000000,2535,2533
16484216,2541,100,164842.160000000,2538,2533
16489888,2541,100,164898.880000000,2539,2533
16495560,2536,100,164955.600000000,2537,2533
16501232,2521,100,165012.320000000,2533,2533
16506904,2526,100,165069.040000000,2533,2533
16512568,2541,100,165125.680000000,2533,2533
16518240,2541,100,165182.400000000,2533,2533
16523912,2541,100,165239.120000000,2534,2533
16529584,2526,100,165295.840000000,2535,2533
16535256,2531,100,165352.560000000,2536,2533
16540928,2536,100,165409.280000000,2535,2533
16546600,2541,100,165466,2535,2533
16552272,2526,100,165522.720000000,2532,2533
16557944,2526,100,165579.440000000,2532,2533
16563616,2541,100,165636.160000000,2534,2533
16569288,2546,100,165692.880000000,2536,2533
16574960,2536,100,165749.600000000,2535,2533
16580640,2526,100,165806.400000000,2535,2533
16586304,2531,100,165863.040000000,2536,2533
16591976,2541,100,165919.760000000,2536,2533
16597648,2546,100,165976.480000000,2536,2533
16603320,2536,100,166033.200000000,2536,2533
16608992,2531,100,166089.920000000,2537,2533
16614664,2531,100,166146.640000000,2537,2533
16620336,2546,100,166203.360000000,2538,2533
16626008,2541,100,166260.080000000,2537,2533
16631680,2531,100,166316.800000000,2536,2533
16637352,2526,100,166373.520000000,2535,2533
16643024,2536,100,166430.240000000,2536,2533
16648696,2546,100,166486.960000000,2536,2533
16654376,2531,100,166543.760000000,2534,2533
16660040,2526,100,166600.400000000,2533,2533
16665712,2536,100,166657.120000000,2535,2533
16671384,2551,100,166713.840000000,2538,2533
16677056,2536,100,166770.560000000,2536,2533
16682720,2521,100,166827.200000000,2534,2533
16688392,2526,100,166883.920000000,2534,2533
16694056,2531,100,166940.560000000,2533,2533
16699728,2546,100,166997.280000000,2532,2533
16705400,2536,100,167054,2532,2533
16711072,2531,100,167110.720000000,2534,2533
16716744,2531,100,167167.440000000,2535,2533
16722416,2551,100,167224.160000000,2539,2533
16728092,2541,100,167280.920000000,2538,2533
16733760,2521,100,167337.600000000,2535,2533
16739432,2526,100,167394.320000000,2534,2533
16745096,2541,100,167450.960000000,2536,2533
16750768,2546,100,167507.680000000,2535,2533
16756440,2531,100,167564.400000000,2533,2533
16762112,2531,100,167621.120000000,2535,2533
16767784,2531,100,167677.840000000,2536,2533
16773456,2541,100,167734.560000000,2536,2533
16779128,2541,100,167791.280000000,2535,2533
16784800,2526,100,167848,2534,2533
16790472,2531,100,167904.720000000,2534,2533
16796144,2531,100,167961.440000000,2534,2533
16801824,2546,100,168018.240000000,2535,2533
16807488,2536,100,168074.880000000,2534,2533
16813160,2531,100,168131.600000000,2535,2533
16818832,2526,100,168188.320000000,2534,2533
16824504,2546,100,168245.040000000,2537,2533
16830176,2541,100,168301.760000000,2536,2533
16835848,2517,100,168358.480000000,2532.20000000000,2533
16841512,2531,100,168415.120000000,2532.20000000000,2533
16847184,2531,100,168471.840000000,2533.20000000000,2533
16852904,2609,150,112352.693333333,2545.80000000000,2903
16858576,2717,150,112390.506666667,2581.00000000000,2903
16864240,2795,150,112428.266666667,2636.60000000000,2903
16869912,2825,150,112466.080000000,2695.40000000000,2903
16875584,2869,150,112503.893333333,2763,2903
16881248,2883,150,112541.653333333,2817.80000000000,2903
16886920,2883,150,112579.466666667,2851,2903
16892592,2878,150,112617.280000000,2867.60000000000,2903
16898264,2883,150,112655.093333333,2879.20000000000,2903
16903936,2913,150,112692.906666667,2888,2903
16909608,2898,150,112730.720000000,2891,2903
16915272,2893,150,112768.480000000,2893,2903
16920944,2888,150,112806.293333333,2895,2903
16926608,2908,150,112844.053333333,2900,2903
16932280,2898,150,112881.866666667,2897,2903
16937952,2893,150,112919.680000000,2896,2903
16943624,2888,150,112957.493333333,2895,2903
16949296,2893,150,112995.306666667,2896,2903
16954960,2908,150,113033.066666667,2896,2903
16960632,2903,150,113070.880000000,2897,2903
16966304,2898,150,113108.693333333,2898,2903
16971976,2898,150,113146.506666667,2900,2903
16977648,2898,150,113184.320000000,2901,2903
16983320,2913,150,113222.133333333,2902,2903
16988984,2908,150,113259.893333333,2903,2903
16994656,2888,150,113297.706666667,2901,2903
17000320,2893,150,113335.466666667,2900,2903
17005992,2913,150,113373.280000000,2903,2903
17011656,2917,150,113411.040000000,2903.80000000000,2903
17017328,2898,150,113448.853333333,2901.80000000000,2903
17023000,2893,150,113486.666666667,2902.80000000000,2903
17028664,2903,150,113524.426666667,2904.80000000000,2903
17034336,2913,150,113562.240000000,2904.80000000000,2903
17040000,2903,150,113600,2902,2903
17045672,2888,150,113637.813333333,2900,2903
17051336,2898,150,113675.573333333,2901,2903
17057008,2913,150,113713.386666667,2903,2903
17062672,2913,150,113751.146666667,2903,2903
17068344,2903,150,113788.960000000,2903,2903
17074016,2888,150,113826.773333333,2903,2903
17079688,2898,150,113864.586666667,2903,2903
17085360,2917,150,113902.400000000,2903.80000000000,2903
17091032,2908,150,113940.213333333,2902.80000000000,2903
17096696,2888,150,113977.973333333,2899.80000000000,2903
17102368,2898,150,114015.786666667,2901.80000000000,2903
17108040,2913,150,114053.600000000,2904.80000000000,2903
17113704,2908,150,114091.360000000,2903,2903
17119376,2898,150,114129.173333333,2901,2903
17125040,2898,150,114166.933333333,2903,2903
17130712,2908,150,114204.746666667,2905,2903
17136376,2908,150,114242.506666667,2904,2903
17142048,2908,150,114280.320000000,2904,2903
17147712,2888,150,114318.080000000,2902,2903
17153384,2893,150,114355.893333333,2901,2903
17159048,2913,150,114393.653333333,2902,2903
17164720,2922,150,114431.466666667,2904.80000000000,2903
17170392,2903,150,114469.280000000,2903.80000000000,2903
17176064,2888,150,114507.093333333,2903.80000000000,2903
17181736,2903,150,114544.906666667,2905.80000000000,2903
17187400,2908,150,114582.666666667,2904.80000000000,2903
17193072,2913,150,114620.480000000,2903,2903
17198736,2888,150,114658.240000000,2900,2903
17204408,2908,150,114696.053333333,2904,2903
17210072,2917,150,114733.813333333,2906.80000000000,2903
17215744,2908,150,114771.626666667,2906.80000000000,2903
17221408,2903,150,114809.386666667,2904.80000000000,2903
17227080,2893,150,114847.200000000,2905.80000000000,2903
17232752,2908,150,114885.013333333,2905.80000000000,2903
17238424,2908,150,114922.826666667,2904,2903
17244096,2922,150,114960.640000000,2906.80000000000,2903
17249768,2883,150,114998.453333333,2902.80000000000,2903
17255448,2893,150,115036.320000000,2902.80000000000,2903
17261112,2922,150,115074.080000000,2905.60000000000,2903
17266784,2913,150,115111.893333333,2906.60000000000,2903
17272448,2917,150,115149.653333333,2905.60000000000,2903
17278120,2893,150,115187.466666667,2907.60000000000,2903
17283792,2908,150,115225.280000000,2910.60000000000,2903
17289464,2913,150,115263.093333333,2908.80000000000,2903
17295128,2913,150,115300.853333333,2908.80000000000,2903
17300800,2898,150,115338.666666667,2905,2903
17306464,2893,150,115376.426666667,2905,2903
17312136,2927,150,115414.240000000,2908.80000000000,2903
17317808,2908,150,115452.053333333,2907.80000000000,2903
17323480,2913,150,115489.866666667,2907.80000000000,2903
17329144,2893,150,115527.626666667,2906.80000000000,2903
17334816,2898,150,115565.440000000,2907.80000000000,2903
17340488,2917,150,115603.253333333,2905.80000000000,2903
17346152,2908,150,115641.013333333,2905.80000000000,2903
17351824,2903,150,115678.826666667,2903.80000000000,2903
17357496,2893,150,115716.640000000,2903.80000000000,2903
17363168,2917,150,115754.453333333,2907.60000000000,2903
17368840,2913,150,115792.266666667,2906.80000000000,2903
17374512,2903,150,115830.080000000,2905.80000000000,2903
17380184,2893,150,115867.893333333,2903.80000000000,2903
17385856,2898,150,115905.706666667,2904.80000000000,2903
17391528,2922,150,115943.520000000,2905.80000000000,2903
17397200,2913,150,115981.333333333,2905.80000000000,2903
17402864,2903,150,116019.093333333,2905.80000000000,2903
17408536,2898,150,116056.906666667,2906.80000000000,2903
17414208,2908,150,116094.720000000,2908.80000000000,2903
17419872,2913,150,116132.480000000,2907,2903
17425544,2913,150,116170.293333333,2907,2903
17431208,2898,150,116208.053333333,2906,2903
17436880,2893,150,116245.866666667,2905,2903
17442552,2917,150,116283.680000000,2906.80000000000,2903
17448224,2908,150,116321.493333333,2905.80000000000,2903
17453888,2903,150,116359.253333333,2903.80000000000,2903
17459560,2893,150,116397.066666667,2902.80000000000,2903
17465224,2908,150,116434.826666667,2905.80000000000,2903
17470896,2917,150,116472.640000000,2905.80000000000,2903
17476560,2908,150,116510.400000000,2905.80000000000,2903
17482232,2888,150,116548.213333333,2902.80000000000,2903
17487900,2898,150,116586,2903.80000000000,2903
17493568,2917,150,116623.786666667,2905.60000000000,2903
17499240,2913,150,116661.600000000,2904.80000000000,2903
17504904,2913,150,116699.360000000,2905.80000000000,2903
17510576,2893,150,116737.173333333,2906.80000000000,2903
17516248,2903,150,116774.986666667,2907.80000000000,2903
17521920,2913,150,116812.800000000,2907,2903
17527584,2908,150,116850.560000000,2906,2903
17533256,2893,150,116888.373333333,2902,2903
17538928,2898,150,116926.186666667,2903,2903
17544600,2927,150,116964,2907.80000000000,2903
17550264,2908,150,117001.760000000,2906.80000000000,2903
17555936,2903,150,117039.573333333,2905.80000000000,2903
17561616,2893,150,117077.440000000,2905.80000000000,2903
17567280,2903,150,117115.200000000,2906.80000000000,2903
17572952,2917,150,117153.013333333,2904.80000000000,2903
17578616,2908,150,117190.773333333,2904.80000000000,2903
17584296,2898,150,117228.640000000,2903.80000000000,2903
17589968,2898,150,117266.453333333,2904.80000000000,2903
17595640,2917,150,117304.266666667,2907.60000000000,2903
17601312,2913,150,117342.080000000,2906.80000000000,2903
17606984,2903,150,117379.893333333,2905.80000000000,2903
17612656,2898,150,117417.706666667,2905.80000000000,2903
17618328,2898,150,117455.520000000,2905.80000000000,2903
17624000,2927,150,117493.333333333,2907.80000000000,2903
17629672,2908,150,117531.146666667,2906.80000000000,2903
17635348,2888,150,117568.986666667,2903.80000000000,2903
17641016,2898,150,117606.773333333,2903.80000000000,2903
17646688,2917,150,117644.586666667,2907.60000000000,2903
17652360,2917,150,117682.400000000,2905.60000000000,2903
17658032,2908,150,117720.213333333,2905.60000000000,2903
17663704,2903,150,117758.026666667,2908.60000000000,2903
17669376,2898,150,117795.840000000,2908.60000000000,2903
17675040,2913,150,117833.600000000,2907.80000000000,2903
17680712,2913,150,117871.413333333,2907,2903
17686376,2898,150,117909.173333333,2905,2903
17692048,2903,150,117946.986666667,2905,2903
17697720,2917,150,117984.800000000,2908.80000000000,2903
17703392,2917,150,118022.613333333,2909.60000000000,2903
17709060,2908,150,118060.400000000,2908.60000000000,2903
17714728,2888,150,118098.186666667,2906.60000000000,2903
17720400,2898,150,118136,2905.60000000000,2903
17726072,2913,150,118173.813333333,2904.80000000000,2903
17731752,2922,150,118211.680000000,2905.80000000000,2903
17737424,2898,150,118249.493333333,2903.80000000000,2903
17743096,2893,150,118287.306666667,2904.80000000000,2903
17748760,2903,150,118325.066666667,2905.80000000000,2903
17754432,2908,150,118362.880000000,2904.80000000000,2903
17760096,2908,150,118400.640000000,2902,2903
17765768,2893,150,118438.453333333,2901,2903
17771440,2903,150,118476.266666667,2903,2903
17777112,2917,150,118514.080000000,2905.80000000000,2903
17782776,2908,150,118551.840000000,2905.80000000000,2903
17788448,2903,150,118589.653333333,2904.80000000000,2903
17794120,2893,150,118627.466666667,2904.80000000000,2903
17799792,2903,150,118665.280000000,2904.80000000000,2903
17805464,2913,150,118703.093333333,2904,2903
17811128,2913,150,118740.853333333,2905,2903
17816800,2883,150,118778.666666667,2901,2903
17822472,2898,150,118816.480000000,2902,2903
17828144,2917,150,118854.293333333,2904.80000000000,2903
17833808,2908,150,118892.053333333,2903.80000000000,2903
17839480,2903,150,118929.866666667,2901.80000000000,2903
17845152,2893,150,118967.680000000,2903.80000000000,2903
17850824,2903,150,119005.493333333,2904.80000000000,2903
17856496,2913,150,119043.306666667,2904,2903
17862168,2908,150,119081.120000000,2904,2903
17867840,2888,150,119118.933333333,2901,2903
17873504,2893,150,119156.693333333,2901,2903
17879176,2917,150,119194.506666667,2903.80000000000,2903
17884840,2913,150,119232.266666667,2903.80000000000,2903
17890512,2908,150,119270.080000000,2903.80000000000,2903
17896176,2888,150,119307.840000000,2903.80000000000,2903
17901848,2903,150,119345.653333333,2905.80000000000,2903
17907520,2913,150,119383.466666667,2905,2903
17913192,2913,150,119421.280000000,2905,2903
17918856,2883,150,119459.040000000,2900,2903
17924528,2908,150,119496.853333333,2904,2903
17930192,2922,150,119534.613333333,2907.80000000000,2903
17935864,2908,150,119572.426666667,2906.80000000000,2903
17941536,2903,150,119610.240000000,2904.80000000000,2903
17947200,2893,150,119648,2906.80000000000,2903
17952872,2898,150,119685.813333333,2904.80000000000,2903
17958536,2917,150,119723.573333333,2903.80000000000,2903
17964208,2922,150,119761.386666667,2906.60000000000,2903
17969880,2888,150,119799.200000000,2903.60000000000,2903
17975552,2893,150,119837.013333333,2903.60000000000,2903
17981224,2917,150,119874.826666667,2907.40000000000,2903
17986896,2908,150,119912.640000000,2905.60000000000,2903
17992560,2913,150,119950.400000000,2903.80000000000,2903
17998232,2888,150,119988.213333333,2903.80000000000,2903
18003896,2913,150,120025.973333333,2907.80000000000,2903
18009568,2913,150,120063.786666667,2907,2903
18015236,2908,150,120101.573333333,2907,2903
18020904,2888,150,120139.360000000,2902,2903
18026576,2893,150,120177.173333333,2903,2903
18032248,2932,150,120214.986666667,2906.80000000000,2903
18037928,2908,150,120252.853333333,2905.80000000000,2903
18043592,2913,150,120290.613333333,2906.80000000000,2903
18049264,2888,150,120328.426666667,2906.80000000000,2903
18054928,2898,150,120366.186666667,2907.80000000000,2903
18060600,2917,150,120404,2904.80000000000,2903
18066264,2913,150,120441.760000000,2905.80000000000,2903
18071936,2908,150,120479.573333333,2904.80000000000,2903
18077600,2893,150,120517.333333333,2905.80000000000,2903
18083272,2917,150,120555.146666667,2909.60000000000,2903
18088944,2917,150,120592.960000000,2909.60000000000,2903
18094616,2908,150,120630.773333333,2908.60000000000,2903
18100288,2893,150,120668.586666667,2905.60000000000,2903
18105960,2898,150,120706.400000000,2906.60000000000,2903
18111632,2922,150,120744.213333333,2907.60000000000,2903
18117304,2908,150,120782.026666667,2905.80000000000,2903
18122976,2903,150,120819.840000000,2904.80000000000,2903
18128648,2893,150,120857.653333333,2904.80000000000,2903
18134320,2908,150,120895.466666667,2906.80000000000,2903
18139984,2913,150,120933.226666667,2905,2903
18145656,2908,150,120971.040000000,2905,2903
18151328,2893,150,121008.853333333,2903,2903
18157000,2893,150,121046.666666667,2903,2903
18162672,2922,150,121084.480000000,2905.80000000000,2903
18168344,2908,150,121122.293333333,2904.80000000000,2903
18174016,2903,150,121160.106666667,2903.80000000000,2903
18179688,2893,150,121197.920000000,2903.80000000000,2903
18185360,2903,150,121235.733333333,2905.80000000000,2903
18191032,2917,150,121273.546666667,2904.80000000000,2903
18196704,2908,150,121311.360000000,2904.80000000000,2903
18202376,2888,150,121349.173333333,2901.80000000000,2903
18208048,2898,150,121386.986666667,2902.80000000000,2903
18213720,2917,150,121424.800000000,2905.60000000000,2903
18219392,2908,150,121462.613333333,2903.80000000000,2903
18225056,2908,150,121500.373333333,2903.80000000000,2903
18230728,2898,150,121538.186666667,2905.80000000000,2903
18236392,2898,150,121575.946666667,2905.80000000000,2903
18242064,2913,150,121613.760000000,2905,2903
18247736,2908,150,121651.573333333,2905,2903
18253400,2888,150,121689.333333333,2901,2903
18259072,2893,150,121727.146666667,2900,2903
18264744,2922,150,121764.960000000,2904.80000000000,2903
18270416,2913,150,121802.773333333,2904.80000000000,2903
18276080,2903,150,121840.533333333,2903.80000000000,2903
18281752,2888,150,121878.346666667,2903.80000000000,2903
18287416,2903,150,121916.106666667,2905.80000000000,2903
18293088,2917,150,121953.920000000,2904.80000000000,2903
18298752,2913,150,121991.680000000,2904.80000000000,2903
18304424,2898,150,122029.493333333,2903.80000000000,2903
18310096,2893,150,122067.306666667,2904.80000000000,2903
18315768,2913,150,122105.120000000,2906.80000000000,2903
18321436,2913,150,122142.906666667,2906,2903
18327104,2908,150,122180.693333333,2905,2903
18332776,2898,150,122218.506666667,2905,2903
18338448,2898,150,122256.320000000,2906,2903
18344120,2927,150,122294.133333333,2908.80000000000,2903
18349784,2908,150,122331.893333333,2907.80000000000,2903
18355456,2883,150,122369.706666667,2902.80000000000,2903
18361128,2898,150,122407.520000000,2902.80000000000,2903
18366800,2917,150,122445.333333333,2906.60000000000,2903
18372464,2917,150,122483.093333333,2904.60000000000,2903
18378136,2908,150,122520.906666667,2904.60000000000,2903
18383800,2898,150,122558.666666667,2907.60000000000,2903
18389472,2898,150,122596.480000000,2907.60000000000,2903
18395148,2913,150,122634.320000000,2906.80000000000,2903
18400816,2913,150,122672.106666667,2906,2903
18406488,2898,150,122709.920000000,2904,2903
18412152,2903,150,122747.680000000,2905,2903
18417832,2917,150,122785.546666667,2908.80000000000,2903
18423504,2917,150,122823.360000000,2909.60000000000,2903
18429176,2903,150,122861.173333333,2907.60000000000,2903
18434848,2888,150,122898.986666667,2905.60000000000,2903
18440520,2898,150,122936.800000000,2904.60000000000,2903
18446192,2917,150,122974.613333333,2904.60000000000,2903
18451864,2917,150,123012.426666667,2904.60000000000,2903
18457528,2898,150,123050.186666667,2903.60000000000,2903
18463200,2898,150,123088,2905.60000000000,2903
18468876,2908,150,123125.840000000,2907.60000000000,2903
18474544,2913,150,123163.626666667,2906.80000000000,2903
18480216,2908,150,123201.440000000,2905,2903
18485880,2893,150,123239.200000000,2904,2903
18491560,2908,150,123277.066666667,2906,2903
18497232,2913,150,123314.880000000,2907,2903
18502904,2913,150,123352.693333333,2907,2903
18508568,2903,150,123390.453333333,2906,2903
18514240,2888,150,123428.266666667,2905,2903
18519904,2903,150,123466.026666667,2904,2903
18525576,2913,150,123503.840000000,2904,2903
18531240,2913,150,123541.600000000,2904,2903
18536912,2888,150,123579.413333333,2901,2903
18542576,2898,150,123617.173333333,2903,2903
18548248,2913,150,123654.986666667,2905,2903
