time(micros),mv,led,gain,mvfiltered,mvestimated
8439992,1881,50,168799.840000000,1879.00000000000,1882
8445608,1881,50,168912.160000000,1880.00000000000,1882
8451240,1881,50,169024.800000000,1881.00000000000,1882
8456856,1886,50,169137.120000000,1883.00000000000,1882
8462480,1881,50,169249.600000000,1882.00000000000,1882
8468096,1881,50,169361.920000000,1882.00000000000,1882
8473720,1881,50,169474.400000000,1882.00000000000,1882
8479336,1876,50,169586.720000000,1881.00000000000,1882
8484960,1876,50,169699.200000000,1879.00000000000,1882
8490576,1881,50,169811.520000000,1879.00000000000,1882
8496200,1876,50,169924,1878.00000000000,1882
8501816,1876,50,170036.320000000,1877.00000000000,1882
8507440,1891,50,170148.800000000,1880.00000000000,1882
8513056,1886,50,170261.120000000,1882.00000000000,1882
8518680,1871,50,170373.600000000,1880.00000000000,1882
8524296,1881,50,170485.920000000,1881.00000000000,1882
8529912,1886,50,170598.240000000,1883.00000000000,1882
8535536,1886,50,170710.720000000,1882.00000000000,1882
8541152,1871,50,170823.040000000,1879.00000000000,1882
8546776,1886,50,170935.520000000,1882.00000000000,1882
8552392,1881,50,171047.840000000,1882.00000000000,1882
8558016,1886,50,171160.320000000,1882.00000000000,1882
8563632,1876,50,171272.640000000,1880.00000000000,1882
8569256,1881,50,171385.120000000,1882.00000000000,1882
8574872,1886,50,171497.440000000,1882.00000000000,1882
8580496,1891,50,171609.920000000,1884.00000000000,1882
8586112,1876,50,171722.240000000,1882.00000000000,1882
8591736,1881,50,171834.720000000,1883.00000000000,1882
8597352,1881,50,171947.040000000,1883.00000000000,1882
8602976,1891,50,172059.520000000,1884.00000000000,1882
8608592,1871,50,172171.840000000,1880.00000000000,1882
8614216,1881,50,172284.320000000,1881.00000000000,1882
8619832,1876,50,172396.640000000,1880.00000000000,1882
8625456,1896,50,172509.120000000,1883.00000000000,1882
8631072,1871,50,172621.440000000,1879.00000000000,1882
8636696,1881,50,172733.920000000,1881.00000000000,1882
8642312,1881,50,172846.240000000,1881.00000000000,1882
8647936,1886,50,172958.720000000,1883.00000000000,1882
8653552,1871,50,173071.040000000,1878.00000000000,1882
8659176,1881,50,173183.520000000,1880.00000000000,1882
8664792,1881,50,173295.840000000,1880.00000000000,1882
8670416,1881,50,173408.320000000,1880.00000000000,1882
8676032,1867,50,173520.640000000,1876.20000000000,1882
8681656,1876,50,173633.120000000,1877.20000000000,1882
8687272,1886,50,173745.440000000,1878.20000000000,1882
8692904,1886,50,173858.080000000,1879.20000000000,1882
8698520,1876,50,173970.400000000,1878.20000000000,1882
8704144,1881,50,174082.880000000,1881.00000000000,1882
8709760,1886,50,174195.200000000,1883.00000000000,1882
8715384,1881,50,174307.680000000,1882.00000000000,1882
8721000,1876,50,174420,1880.00000000000,1882
8726624,1881,50,174532.480000000,1881.00000000000,1882
8732240,1881,50,174644.800000000,1881.00000000000,1882
8737864,1881,50,174757.280000000,1880.00000000000,1882
8743480,1881,50,174869.600000000,1880.00000000000,1882
8749104,1876,50,174982.080000000,1880.00000000000,1882
8754720,1891,50,175094.400000000,1882.00000000000,1882
8760344,1881,50,175206.880000000,1882.00000000000,1882
8765960,1886,50,175319.200000000,1883.00000000000,1882
8771576,1881,50,175431.520000000,1883.00000000000,1882
8777200,1881,50,175544,1884.00000000000,1882
8782816,1881,50,175656.320000000,1882.00000000000,1882
8788440,1886,50,175768.800000000,1883.00000000000,1882
8794056,1881,50,175881.120000000,1882.00000000000,1882
8799680,1881,50,175993.600000000,1882.00000000000,1882
8805296,1881,50,176105.920000000,1882.00000000000,1882
8810920,1886,50,176218.400000000,1883.00000000000,1882
8816536,1871,50,176330.720000000,1880.00000000000,1882
8822160,1881,50,176443.200000000,1880.00000000000,1882
8827776,1886,50,176555.520000000,1881.00000000000,1882
8833400,1886,50,176668,1882.00000000000,1882
8839016,1876,50,176780.320000000,1880.00000000000,1882
8844640,1881,50,176892.800000000,1882.00000000000,1882
8850256,1881,50,177005.120000000,1882.00000000000,1882
8855880,1886,50,177117.600000000,1882.00000000000,1882
8861496,1876,50,177229.920000000,1880.00000000000,1882
8867120,1886,50,177342.400000000,1882.00000000000,1882
8872736,1881,50,177454.720000000,1882.00000000000,1882
8878360,1891,50,177567.200000000,1884.00000000000,1882
8883976,1876,50,177679.520000000,1882.00000000000,1882
8889600,1881,50,177792,1883.00000000000,1882
8895216,1886,50,177904.320000000,1883.00000000000,1882
8900840,1891,50,178016.800000000,1885.00000000000,1882
8906456,1881,50,178129.120000000,1883.00000000000,1882
8912080,1876,50,178241.600000000,1883.00000000000,1882
8917696,1876,50,178353.920000000,1882.00000000000,1882
8923320,1886,50,178466.400000000,1882.00000000000,1882
8928936,1876,50,178578.720000000,1879.00000000000,1882
8934568,1886,50,178691.360000000,1880.00000000000,1882
8940184,1881,50,178803.680000000,1881.00000000000,1882
8945808,1891,50,178916.160000000,1884.00000000000,1882
8951424,1867,50,179028.480000000,1880.20000000000,1882
8957048,1881,50,179140.960000000,1881.20000000000,1882
8962664,1881,50,179253.280000000,1880.20000000000,1882
8968288,1881,50,179365.760000000,1880.20000000000,1882
8973904,1876,50,179478.080000000,1877.20000000000,1882
8979528,1876,50,179590.560000000,1879.00000000000,1882
8985144,1881,50,179702.880000000,1879.00000000000,1882
8990768,1881,50,179815.360000000,1879.00000000000,1882
8996384,1881,50,179927.680000000,1879.00000000000,1882
9002008,1876,50,180040.160000000,1879.00000000000,1882
9007624,1886,50,180152.480000000,1881.00000000000,1882
9013240,1886,50,180264.800000000,1882.00000000000,1882
9018864,1881,50,180377.280000000,1882.00000000000,1882
9024480,1881,50,180489.600000000,1882.00000000000,1882
9030104,1881,50,180602.080000000,1883.00000000000,1882
9035720,1886,50,180714.400000000,1883.00000000000,1882
9041344,1881,50,180826.880000000,1882.00000000000,1882
9046960,1881,50,180939.200000000,1882.00000000000,1882
9052584,1881,50,181051.680000000,1882.00000000000,1882
9058200,1881,50,181164,1882.00000000000,1882
9063824,1881,50,181276.480000000,1881.00000000000,1882
9069440,1876,50,181388.800000000,1880.00000000000,1882
9075064,1886,50,181501.280000000,1881.00000000000,1882
9080680,1881,50,181613.600000000,1881.00000000000,1882
9086304,1886,50,181726.080000000,1882.00000000000,1882
9091920,1876,50,181838.400000000,1881.00000000000,1882
9097544,1876,50,181950.880000000,1881.00000000000,1882
9103160,1881,50,182063.200000000,1880.00000000000,1882
9108784,1886,50,182175.680000000,1881.00000000000,1882
9114400,1881,50,182288,1880.00000000000,1882
9120024,1881,50,182400.480000000,1881.00000000000,1882
9125640,1886,50,182512.800000000,1883.00000000000,1882
9131264,1886,50,182625.280000000,1884.00000000000,1882
9136880,1876,50,182737.600000000,1882.00000000000,1882
9142504,1876,50,182850.080000000,1881.00000000000,1882
9148120,1881,50,182962.400000000,1881.00000000000,1882
9153744,1891,50,183074.880000000,1882.00000000000,1882
9159360,1876,50,183187.200000000,1880.00000000000,1882
9164984,1881,50,183299.680000000,1881.00000000000,1882
9170600,1881,50,183412,1882.00000000000,1882
9176232,1891,50,183524.640000000,1884.00000000000,1882
9181848,1871,50,183636.960000000,1880.00000000000,1882
9187472,1886,50,183749.440000000,1882.00000000000,1882
9193088,1881,50,183861.760000000,1882.00000000000,1882
9198712,1886,50,183974.240000000,1883.00000000000,1882
9204328,1871,50,184086.560000000,1879.00000000000,1882
9209952,1881,50,184199.040000000,1881.00000000000,1882
9215568,1881,50,184311.360000000,1880.00000000000,1882
9221192,1881,50,184423.840000000,1880.00000000000,1882
9226808,1876,50,184536.160000000,1878.00000000000,1882
9232432,1881,50,184648.640000000,1880.00000000000,1882
9238048,1881,50,184760.960000000,1880.00000000000,1882
9243672,1881,50,184873.440000000,1880.00000000000,1882
9249288,1867,50,184985.760000000,1877.20000000000,1882
9254904,1886,50,185098.080000000,1879.20000000000,1882
9260528,1881,50,185210.560000000,1879.20000000000,1882
9266144,1891,50,185322.880000000,1881.20000000000,1882
9271768,1881,50,185435.360000000,1881.20000000000,1882
9277384,1876,50,185547.680000000,1883.00000000000,1882
9283008,1876,50,185660.160000000,1881.00000000000,1882
9288624,1881,50,185772.480000000,1881.00000000000,1882
9294248,1886,50,185884.960000000,1880.00000000000,1882
9299864,1876,50,185997.280000000,1879.00000000000,1882
9305488,1881,50,186109.760000000,1880.00000000000,1882
9311104,1881,50,186222.080000000,1881.00000000000,1882
9316728,1886,50,186334.560000000,1882.00000000000,1882
9322344,1881,50,186446.880000000,1881.00000000000,1882
9327968,1881,50,186559.360000000,1882.00000000000,1882
9333584,1881,50,186671.680000000,1882.00000000000,1882
9339208,1876,50,186784.160000000,1881.00000000000,1882
9344824,1867,50,186896.480000000,1877.20000000000,1882
9350448,1881,50,187008.960000000,1877.20000000000,1882
9356064,1876,50,187121.280000000,1876.20000000000,1882
9361688,1881,50,187233.760000000,1876.20000000000,1882
9367304,1881,50,187346.080000000,1877.20000000000,1882
9372928,1881,50,187458.560000000,1880.00000000000,1882
9378544,1876,50,187570.880000000,1879.00000000000,1882
9384168,1886,50,187683.360000000,1881.00000000000,1882
9389784,1876,50,187795.680000000,1880.00000000000,1882
9395408,1881,50,187908.160000000,1880.00000000000,1882
9401024,1886,50,188020.480000000,1881.00000000000,1882
9406648,1891,50,188132.960000000,1884.00000000000,1882
9412264,1871,50,188245.280000000,1881.00000000000,1882
9417896,1876,50,188357.920000000,1881.00000000000,1882
9423512,1881,50,188470.240000000,1881.00000000000,1882
9429136,1891,50,188582.720000000,1882.00000000000,1882
9434752,1881,50,188695.040000000,1880.00000000000,1882
9440376,1881,50,188807.520000000,1882.00000000000,1882
9445992,1891,50,188919.840000000,1885.00000000000,1882
9451616,1891,50,189032.320000000,1887.00000000000,1882
9457232,1871,50,189144.640000000,1883.00000000000,1882
9462856,1876,50,189257.120000000,1882.00000000000,1882
9468472,1886,50,189369.440000000,1883.00000000000,1882
9474096,1896,50,189481.920000000,1884.00000000000,1882
9479712,1876,50,189594.240000000,1881.00000000000,1882
9485336,1876,50,189706.720000000,1882.00000000000,1882
9490952,1881,50,189819.040000000,1883.00000000000,1882
9496568,1881,50,189931.360000000,1882.00000000000,1882
9502192,1871,50,190043.840000000,1877.00000000000,1882
9507808,1881,50,190156.160000000,1878.00000000000,1882
9513432,1886,50,190268.640000000,1880.00000000000,1882
9519048,1881,50,190380.960000000,1880.00000000000,1882
9524672,1867,50,190493.440000000,1877.20000000000,1882
9530288,1881,50,190605.760000000,1879.20000000000,1882
9535912,1881,50,190718.240000000,1879.20000000000,1882
9541528,1881,50,190830.560000000,1878.20000000000,1882
9547152,1881,50,190943.040000000,1878.20000000000,1882
9552768,1881,50,191055.360000000,1881.00000000000,1882
9558392,1881,50,191167.840000000,1881.00000000000,1882
9564008,1886,50,191280.160000000,1882.00000000000,1882
9569632,1881,50,191392.640000000,1882.00000000000,1882
9575248,1881,50,191504.960000000,1882.00000000000,1882
9580872,1881,50,191617.440000000,1882.00000000000,1882
9586488,1891,50,191729.760000000,1884.00000000000,1882
9592112,1881,50,191842.240000000,1883.00000000000,1882
9597728,1876,50,191954.560000000,1882.00000000000,1882
9603352,1881,50,192067.040000000,1882.00000000000,1882
9608968,1881,50,192179.360000000,1882.00000000000,1882
9614592,1886,50,192291.840000000,1881.00000000000,1882
9620208,1871,50,192404.160000000,1879.00000000000,1882
9625832,1886,50,192516.640000000,1881.00000000000,1882
9631448,1881,50,192628.960000000,1881.00000000000,1882
9637072,1886,50,192741.440000000,1882.00000000000,1882
9642688,1876,50,192853.760000000,1880.00000000000,1882
9648312,1881,50,192966.240000000,1882.00000000000,1882
9653928,1886,50,193078.560000000,1882.00000000000,1882
9659560,1886,50,193191.200000000,1883.00000000000,1882
9665176,1876,50,193303.520000000,1881.00000000000,1882
9670800,1876,50,193416,1881.00000000000,1882
9676416,1881,50,193528.320000000,1881.00000000000,1882
9682040,1881,50,193640.800000000,1880.00000000000,1882
9687656,1881,50,193753.120000000,1879.00000000000,1882
9693280,1886,50,193865.600000000,1881.00000000000,1882
9698896,1881,50,193977.920000000,1882.00000000000,1882
9704520,1886,50,194090.400000000,1883.00000000000,1882
9710136,1876,50,194202.720000000,1882.00000000000,1882
9715760,1876,50,194315.200000000,1881.00000000000,1882
9721376,1876,50,194427.520000000,1879.00000000000,1882
9727000,1896,50,194540,1882.00000000000,1882
9732616,1871,50,194652.320000000,1879.00000000000,1882
9738248,1876,50,194764.960000000,1879.00000000000,1882
9743864,1881,50,194877.280000000,1880.00000000000,1882
9749480,1896,50,194989.600000000,1884.00000000000,1882
9755104,1876,50,195102.080000000,1880.00000000000,1882
9760720,1881,50,195214.400000000,1882.00000000000,1882
9766344,1891,50,195326.880000000,1885.00000000000,1882
9771960,1886,50,195439.200000000,1886.00000000000,1882
9777584,1871,50,195551.680000000,1881.00000000000,1882
9783200,1876,50,195664,1881.00000000000,1882
9788824,1881,50,195776.480000000,1881.00000000000,1882
9794440,1891,50,195888.800000000,1881.00000000000,1882
9800064,1867,50,196001.280000000,1877.20000000000,1882
9805680,1881,50,196113.600000000,1879.20000000000,1882
9811304,1881,50,196226.080000000,1880.20000000000,1882
9816920,1886,50,196338.400000000,1881.20000000000,1882
9822544,1867,50,196450.880000000,1876.40000000000,1882
9828160,1881,50,196563.200000000,1879.20000000000,1882
9833784,1886,50,196675.680000000,1880.20000000000,1882
9839400,1881,50,196788,1880.20000000000,1882
9845024,1876,50,196900.480000000,1878.20000000000,1882
9850640,1876,50,197012.800000000,1880.00000000000,1882
9856264,1881,50,197125.280000000,1880.00000000000,1882
9861880,1881,50,197237.600000000,1879.00000000000,1882
9867504,1881,50,197350.080000000,1879.00000000000,1882
9873120,1881,50,197462.400000000,1880.00000000000,1882
9878744,1881,50,197574.880000000,1881.00000000000,1882
9884360,1886,50,197687.200000000,1882.00000000000,1882
9889984,1881,50,197799.680000000,1882.00000000000,1882
9895600,1876,50,197912,1881.00000000000,1882
9901224,1881,50,198024.480000000,1881.00000000000,1882
9906840,1891,50,198136.800000000,1883.00000000000,1882
9912464,1881,50,198249.280000000,1882.00000000000,1882
9918080,1871,50,198361.600000000,1880.00000000000,1882
9923704,1881,50,198474.080000000,1881.00000000000,1882
9929320,1881,50,198586.400000000,1881.00000000000,1882
9934944,1886,50,198698.880000000,1880.00000000000,1882
9940560,1876,50,198811.200000000,1879.00000000000,1882
9946184,1891,50,198923.680000000,1883.00000000000,1882
9951800,1886,50,199036,1884.00000000000,1882
9957424,1891,50,199148.480000000,1886.00000000000,1882
9963040,1876,50,199260.800000000,1884.00000000000,1882
9968664,1881,50,199373.280000000,1885.00000000000,1882
9974280,1886,50,199485.600000000,1884.00000000000,1882
9979896,1886,50,199597.920000000,1884.00000000000,1882
9985520,1876,50,199710.400000000,1881.00000000000,1882
9991136,1881,50,199822.720000000,1882.00000000000,1882
9996760,1886,50,199935.200000000,1883.00000000000,1882
10002376,1891,50,200047.520000000,1884.00000000000,1882
10008016,1876,50,200160.320000000,1882.00000000000,1882
10013656,1886,50,200273.120000000,1884.00000000000,1882
10019296,1881,50,200385.920000000,1884.00000000000,1882
10024936,1886,50,200498.720000000,1884.00000000000,1882
10030576,1871,50,200611.520000000,1880.00000000000,1882
10036216,1881,50,200724.320000000,1881.00000000000,1882
10041856,1881,50,200837.120000000,1880.00000000000,1882
10047504,1881,50,200950.080000000,1880.00000000000,1882
10053136,1881,50,201062.720000000,1879.00000000000,1882
10058784,1876,50,201175.680000000,1880.00000000000,1882
10064416,1886,50,201288.320000000,1881.00000000000,1882
10070064,1886,50,201401.280000000,1882.00000000000,1882
10075696,1886,50,201513.920000000,1883.00000000000,1882
10081352,1871,50,201627.040000000,1881.00000000000,1882
10086992,1891,50,201739.840000000,1884.00000000000,1882
10092648,1881,50,201852.960000000,1883.00000000000,1882
10098288,1896,50,201965.760000000,1885.00000000000,1882
10103936,1876,50,202078.720000000,1883.00000000000,1882
10109576,1876,50,202191.520000000,1884.00000000000,1882
10115224,1886,50,202304.480000000,1883.00000000000,1882
10120864,1886,50,202417.280000000,1884.00000000000,1882
10126512,1886,50,202530.240000000,1882.00000000000,1882
10132152,1876,50,202643.040000000,1882.00000000000,1882
10137800,1881,50,202756,1883.00000000000,1882
10143440,1886,50,202868.800000000,1883.00000000000,1882
10149088,1881,50,202981.760000000,1882.00000000000,1882
10154728,1876,50,203094.560000000,1880.00000000000,1882
10160368,1881,50,203207.360000000,1881.00000000000,1882
10166008,1891,50,203320.160000000,1883.00000000000,1882
10171648,1891,50,203432.960000000,1884.00000000000,1882
10177288,1876,50,203545.760000000,1883.00000000000,1882
10182928,1881,50,203658.560000000,1884.00000000000,1882
10188568,1881,50,203771.360000000,1884.00000000000,1882
10194208,1901,50,203884.160000000,1886.00000000000,1882
10199848,1871,50,203996.960000000,1882.00000000000,1882
10205496,1881,50,204109.920000000,1883.00000000000,1882
10211136,1881,50,204222.720000000,1883.00000000000,1882
10216776,1881,50,204335.520000000,1883.00000000000,1882
10222416,1876,50,204448.320000000,1878.00000000000,1882
10228056,1881,50,204561.120000000,1880.00000000000,1882
10233696,1886,50,204673.920000000,1881.00000000000,1882
10239336,1881,50,204786.720000000,1881.00000000000,1882
10244976,1881,50,204899.520000000,1881.00000000000,1882
10250616,1876,50,205012.320000000,1881.00000000000,1882
10256256,1881,50,205125.120000000,1881.00000000000,1882
10261896,1886,50,205237.920000000,1881.00000000000,1882
10267536,1891,50,205350.720000000,1883.00000000000,1882
10273176,1876,50,205463.520000000,1882.00000000000,1882
10278816,1876,50,205576.320000000,1882.00000000000,1882
10284456,1886,50,205689.120000000,1883.00000000000,1882
10290096,1896,50,205801.920000000,1885.00000000000,1882
10295736,1876,50,205914.720000000,1882.00000000000,1882
10301376,1876,50,206027.520000000,1882.00000000000,1882
10307016,1886,50,206140.320000000,1884.00000000000,1882
10312656,1881,50,206253.120000000,1883.00000000000,1882
10318296,1876,50,206365.920000000,1879.00000000000,1882
10323936,1881,50,206478.720000000,1880.00000000000,1882
10329576,1881,50,206591.520000000,1881.00000000000,1882
10335216,1881,50,206704.320000000,1880.00000000000,1882
10340856,1881,50,206817.120000000,1880.00000000000,1882
10346504,1881,50,206930.080000000,1881.00000000000,1882
10352136,1881,50,207042.720000000,1881.00000000000,1882
10357784,1886,50,207155.680000000,1882.00000000000,1882
10363416,1891,50,207268.320000000,1884.00000000000,1882
10369064,1876,50,207381.280000000,1883.00000000000,1882
10374696,1886,50,207493.920000000,1884.00000000000,1882
10380352,1881,50,207607.040000000,1884.00000000000,1882
10385992,1891,50,207719.840000000,1885.00000000000,1882
10391648,1871,50,207832.960000000,1881.00000000000,1882
10397288,1881,50,207945.760000000,1882.00000000000,1882
10402936,1881,50,208058.720000000,1881.00000000000,1882
10408576,1881,50,208171.520000000,1881.00000000000,1882
10414232,1886,50,208284.640000000,1880.00000000000,1882
10419872,1876,50,208397.440000000,1881.00000000000,1882
10425520,1886,50,208510.400000000,1882.00000000000,1882
10431160,1881,50,208623.200000000,1882.00000000000,1882
10436808,1886,50,208736.160000000,1883.00000000000,1882
10442448,1871,50,208848.960000000,1880.00000000000,1882
10448096,1881,50,208961.920000000,1881.00000000000,1882
10453736,1891,50,209074.720000000,1882.00000000000,1882
10459376,1896,50,209187.520000000,1885.00000000000,1882
10465016,1876,50,209300.320000000,1883.00000000000,1882
10470656,1886,50,209413.120000000,1886.00000000000,1882
10476296,1881,50,209525.920000000,1886.00000000000,1882
10481936,1881,50,209638.720000000,1884.00000000000,1882
10487576,1867,50,209751.520000000,1878.20000000000,1882
10493216,1871,50,209864.320000000,1877.20000000000,1882
10498856,1876,50,209977.120000000,1875.20000000000,1882
10504496,1876,50,210089.920000000,1874.20000000000,1882
10510136,1876,50,210202.720000000,1873.20000000000,1882
10515776,1876,50,210315.520000000,1875.00000000000,1882
10521416,1876,50,210428.320000000,1876.00000000000,1882
10527056,1881,50,210541.120000000,1877.00000000000,1882
10532696,1886,50,210653.920000000,1879.00000000000,1882
10538336,1871,50,210766.720000000,1878.00000000000,1882
10543976,1881,50,210879.520000000,1879.00000000000,1882
10549616,1881,50,210992.320000000,1880.00000000000,1882
10555256,1896,50,211105.120000000,1883.00000000000,1882
10560896,1871,50,211217.920000000,1880.00000000000,1882
10566536,1886,50,211330.720000000,1883.00000000000,1882
10572176,1881,50,211443.520000000,1883.00000000000,1882
10577816,1886,50,211556.320000000,1884.00000000000,1882
10583456,1871,50,211669.120000000,1879.00000000000,1882
10589096,1876,50,211781.920000000,1880.00000000000,1882
10594736,1881,50,211894.720000000,1879.00000000000,1882
10600376,1881,50,212007.520000000,1879.00000000000,1882
10606016,1891,50,212120.320000000,1880.00000000000,1882
10611656,1876,50,212233.120000000,1881.00000000000,1882
10617296,1881,50,212345.920000000,1882.00000000000,1882
10622936,1881,50,212458.720000000,1882.00000000000,1882
10628576,1886,50,212571.520000000,1883.00000000000,1882
10634216,1886,50,212684.320000000,1882.00000000000,1882
10639856,1881,50,212797.120000000,1883.00000000000,1882
10645496,1886,50,212909.920000000,1884.00000000000,1882
10651136,1891,50,213022.720000000,1886.00000000000,1882
10656784,1871,50,213135.680000000,1883.00000000000,1882
10662424,1881,50,213248.480000000,1882.00000000000,1882
10668072,1886,50,213361.440000000,1883.00000000000,1882
10673704,1886,50,213474.080000000,1883.00000000000,1882
10679360,1876,50,213587.200000000,1880.00000000000,1882
10685000,1881,50,213700,1882.00000000000,1882
10690648,1881,50,213812.960000000,1882.00000000000,1882
10696288,1881,50,213925.760000000,1881.00000000000,1882
10701936,1881,50,214038.720000000,1880.00000000000,1882
10707576,1876,50,214151.520000000,1880.00000000000,1882
10713224,1886,50,214264.480000000,1881.00000000000,1882
10718864,1881,50,214377.280000000,1881.00000000000,1882
10724520,1886,50,214490.400000000,1882.00000000000,1882
10730160,1871,50,214603.200000000,1880.00000000000,1882
10735808,1876,50,214716.160000000,1880.00000000000,1882
10741448,1886,50,214828.960000000,1880.00000000000,1882
10747096,1886,50,214941.920000000,1881.00000000000,1882
10752736,1871,50,215054.720000000,1878.00000000000,1882
10758376,1881,50,215167.520000000,1880.00000000000,1882
10764016,1886,50,215280.320000000,1882.00000000000,1882
10769656,1886,50,215393.120000000,1882.00000000000,1882
10775296,1891,50,215505.920000000,1883.00000000000,1882
10780936,1876,50,215618.720000000,1884.00000000000,1882
10786576,1886,50,215731.520000000,1885.00000000000,1882
10792216,1881,50,215844.320000000,1884.00000000000,1882
10797856,1881,50,215957.120000000,1883.00000000000,1882
10803496,1876,50,216069.920000000,1880.00000000000,1882
10809136,1876,50,216182.720000000,1880.00000000000,1882
10814776,1886,50,216295.520000000,1880.00000000000,1882
10820416,1886,50,216408.320000000,1881.00000000000,1882
10826056,1881,50,216521.120000000,1881.00000000000,1882
10831696,1881,50,216633.920000000,1882.00000000000,1882
10837336,1881,50,216746.720000000,1883.00000000000,1882
10842976,1881,50,216859.520000000,1882.00000000000,1882
10848616,1867,50,216972.320000000,1878.20000000000,1882
10854256,1886,50,217085.120000000,1879.20000000000,1882
10859896,1881,50,217197.920000000,1879.20000000000,1882
10865536,1886,50,217310.720000000,1880.20000000000,1882
10871176,1881,50,217423.520000000,1880.20000000000,1882
10876816,1876,50,217536.320000000,1882.00000000000,1882
10882456,1881,50,217649.120000000,1881.00000000000,1882
10888096,1886,50,217761.920000000,1882.00000000000,1882
10893736,1891,50,217874.720000000,1883.00000000000,1882
10899376,1876,50,217987.520000000,1882.00000000000,1882
10905016,1886,50,218100.320000000,1884.00000000000,1882
10910656,1886,50,218213.120000000,1885.00000000000,1882
10916296,1886,50,218325.920000000,1885.00000000000,1882
10921936,1876,50,218438.720000000,1882.00000000000,1882
10927576,1881,50,218551.520000000,1883.00000000000,1882
10933216,1886,50,218664.320000000,1883.00000000000,1882
10938856,1881,50,218777.120000000,1882.00000000000,1882
10944496,1867,50,218889.920000000,1878.20000000000,1882
10950136,1881,50,219002.720000000,1879.20000000000,1882
10955784,1881,50,219115.680000000,1879.20000000000,1882
10961416,1886,50,219228.320000000,1879.20000000000,1882
10967064,1886,50,219341.280000000,1880.20000000000,1882
10972696,1876,50,219453.920000000,1882.00000000000,1882
10978344,1881,50,219566.880000000,1882.00000000000,1882
10983976,1881,50,219679.520000000,1882.00000000000,1882
10989624,1886,50,219792.480000000,1882.00000000000,1882
10995264,1876,50,219905.280000000,1880.00000000000,1882
11000912,1876,50,220018.240000000,1880.00000000000,1882
11006552,1891,50,220131.040000000,1882.00000000000,1882
11012208,1891,50,220244.160000000,1884.00000000000,1882
11017848,1871,50,220356.960000000,1881.00000000000,1882
11023504,1876,50,220470.080000000,1881.00000000000,1882
11029144,1881,50,220582.880000000,1882.00000000000,1882
11034792,1886,50,220695.840000000,1881.00000000000,1882
11040432,1881,50,220808.640000000,1879.00000000000,1882
11046080,1886,50,220921.600000000,1882.00000000000,1882
11051720,1886,50,221034.400000000,1884.00000000000,1882
11057368,1881,50,221147.360000000,1884.00000000000,1882
11063008,1886,50,221260.160000000,1884.00000000000,1882
11068648,1876,50,221372.960000000,1883.00000000000,1882
11074288,1886,50,221485.760000000,1883.00000000000,1882
11079928,1881,50,221598.560000000,1882.00000000000,1882
11085568,1896,50,221711.360000000,1885.00000000000,1882
11091208,1876,50,221824.160000000,1883.00000000000,1882
11096848,1881,50,221936.960000000,1884.00000000000,1882
11102488,1881,50,222049.760000000,1883.00000000000,1882
11108128,1896,50,222162.560000000,1886.00000000000,1882
11113768,1876,50,222275.360000000,1882.00000000000,1882
11119408,1876,50,222388.160000000,1882.00000000000,1882
11125048,1886,50,222500.960000000,1883.00000000000,1882
11130688,1881,50,222613.760000000,1883.00000000000,1882
11136328,1881,50,222726.560000000,1880.00000000000,1882
11141968,1881,50,222839.360000000,1881.00000000000,1882
11147608,1881,50,222952.160000000,1882.00000000000,1882
11153248,1886,50,223064.960000000,1882.00000000000,1882
11158888,1881,50,223177.760000000,1882.00000000000,1882
11164528,1876,50,223290.560000000,1881.00000000000,1882
11170168,1881,50,223403.360000000,1881.00000000000,1882
11175808,1886,50,223516.160000000,1882.00000000000,1882
11181520,1959,100,111815.200000000,1896.60000000000,2533
11187184,2140,100,111871.840000000,1948.40000000000,2533
11192856,2282,100,111928.560000000,2029.60000000000,2533
11198528,2370,100,111985.280000000,2127.40000000000,2533
11204192,2443,100,112041.920000000,2238.80000000000,2533
11209864,2463,100,112098.640000000,2339.60000000000,2533
11215536,2468,100,112155.360000000,2405.20000000000,2533
11221208,2487,100,112212.080000000,2446.20000000000,2533
11226880,2507,100,112268.800000000,2473.60000000000,2533
11232552,2517,100,112325.520000000,2488.40000000000,2533
11238224,2507,100,112382.240000000,2497.20000000000,2533
11243896,2502,100,112438.960000000,2504,2533
11249568,2512,100,112495.680000000,2509,2533
11255240,2526,100,112552.400000000,2512.80000000000,2533
11260904,2526,100,112609.040000000,2514.60000000000,2533
11266576,2512,100,112665.760000000,2515.60000000000,2533
11272248,2521,100,112722.480000000,2519.40000000000,2533
11277912,2521,100,112779.120000000,2521.20000000000,2533
11283584,2536,100,112835.840000000,2523.20000000000,2533
11289248,2526,100,112892.480000000,2523.20000000000,2533
11294920,2521,100,112949.200000000,2525,2533
11300584,2521,100,113005.840000000,2525,2533
11306256,2541,100,113062.560000000,2529,2533
11311928,2536,100,113119.280000000,2529,2533
11317600,2517,100,113176,2527.20000000000,2533
11323272,2521,100,113232.720000000,2527.20000000000,2533
11328944,2531,100,113289.440000000,2529.20000000000,2533
11334616,2546,100,113346.160000000,2530.20000000000,2533
11340288,2531,100,113402.880000000,2529.20000000000,2533
11345968,2526,100,113459.680000000,2531,2533
11351632,2526,100,113516.320000000,2532,2533
11357304,2536,100,113573.040000000,2533,2533
11362976,2536,100,113629.760000000,2531,2533
11368648,2517,100,113686.480000000,2528.20000000000,2533
