0.000,110.22

0.005,110.22

0.010,109.89

0.015,109.89

0.020,109.23

0.025,109.56

0.030,109.56

0.035,109.56

0.040,109.89

0.045,109.89

0.050,110.22

0.055,110.55

0.060,109.89

0.065,109.56

0.070,109.23

0.075,109.23

0.080,109.23

0.085,109.56

0.090,109.56

0.095,109.56

0.100,110.22

0.105,110.55

0.110,110.22

0.115,109.89

0.120,109.56

0.125,109.23

0.130,109.23

0.135,109.23

0.140,109.56

0.145,109.56

0.150,110.22

0.155,110.22

0.160,110.22

0.165,109.89

0.170,109.23

0.175,109.23

0.180,109.23

0.185,109.56

0.190,109.89

0.195,109.89

0.200,109.89

0.205,110.55

0.210,110.55

0.215,110.22

0.220,110.22

0.225,109.89

0.230,109.56

0.235,109.56

0.240,109.56

0.245,109.89

0.250,110.22

0.255,110.22

0.260,110.55

0.265,110.55

0.270,110.22

0.275,109.89

0.280,109.89

0.285,109.56

0.290,109.56

0.295,109.23

0.300,109.89

0.305,110.22

0.310,110.22

0.315,109.89

0.320,109.89

0.325,109.56

0.330,109.56

0.335,109.23

0.340,109.23

0.345,109.56

0.350,109.56

0.355,109.89

0.360,110.22

0.365,109.89

0.370,109.56

0.375,109.23

0.380,109.23

0.385,109.23

0.390,109.23

0.395,109.23

0.400,109.56

0.405,110.22

0.410,110.22

0.415,110.22

0.420,110.22

0.425,109.56

0.430,109.23

0.435,109.23

0.440,109.23

0.445,109.23

0.450,109.56

0.455,110.22

0.460,109.89

0.465,110.22

0.470,109.89

0.475,109.56

0.480,109.56

0.485,109.23

0.490,109.56

0.495,109.23

0.500,109.56

0.505,109.56

0.510,110.22

0.515,110.55

0.520,107.59

0.525,102.09

0.530,96.72

0.535,92.99

0.540,89.93

0.545,87.49

0.550,85.68

0.555,84.48

0.560,83.58

0.565,82.69

0.570,82.09

0.575,80.90

0.580,80.61

0.585,80.31

0.590,80.02

0.595,79.72

0.600,79.42

0.605,79.13

0.610,79.42

0.615,79.42

0.620,79.13

0.625,78.83

0.630,78.54

0.635,78.54

0.640,78.54

0.645,78.54

0.650,78.54

0.655,78.54

0.660,78.54

0.665,78.83

0.670,78.54

0.675,78.54

0.680,78.24

0.685,77.95

0.690,78.24

0.695,78.24

0.700,78.24

0.705,78.24

0.710,78.54

0.715,78.54

0.720,78.54

0.725,78.54

0.730,77.65

0.735,77.65

0.740,77.95

0.745,77.95

0.750,78.24

0.755,78.24

0.760,78.24

0.765,78.24

0.770,78.24

0.775,78.24

0.780,77.95

0.785,77.95

0.790,77.95

0.795,77.95

0.800,77.95

0.805,77.95

0.810,78.24

0.815,78.54

0.820,78.24

0.825,78.24

0.830,77.95

0.835,77.95

0.840,77.95

0.845,77.95

0.850,78.24

0.855,77.65

0.860,77.95

0.865,78.24

0.870,78.24

0.875,78.24

0.880,77.95

0.885,77.95

0.890,77.65

0.895,77.95

0.900,77.95

0.905,77.95

0.910,77.65

0.915,78.24

0.920,78.24

0.925,78.54

0.930,77.95

0.935,77.65

0.940,77.65

0.945,77.95

0.950,77.65

0.955,77.65

0.960,77.65

0.965,77.95

0.970,78.24

0.975,78.24

0.980,77.95

0.985,77.65

0.990,77.65

0.995,77.65

1.000,77.65

1.005,77.95

1.010,77.65

1.015,77.95

1.020,77.95

1.025,78.54

1.030,77.95

1.035,77.36

1.040,77.65

1.045,77.65

1.050,77.95

1.055,77.65

1.060,77.65

1.065,77.65

1.070,78.24

1.075,78.24

1.080,78.24

1.085,77.65

1.090,77.65

1.095,77.65

1.100,77.36

1.105,77.95

1.110,77.95

1.115,77.65

1.120,77.95

1.125,78.24

1.130,77.95

1.135,77.95

1.140,77.65

1.145,77.65

1.150,77.95

1.155,77.95

1.160,77.65

1.165,77.65

1.170,77.95

1.175,78.24

1.180,78.24

1.185,77.95

1.190,77.65

1.195,77.36

1.200,77.65

1.205,77.95

1.210,77.95

1.215,77.65

1.220,77.95

1.225,78.24

1.230,77.95

1.235,78.24

1.240,77.65

1.245,77.65

1.250,77.65

1.255,77.65

1.260,77.95

1.265,77.65

1.270,77.65

1.275,77.95

1.280,78.24

1.285,78.24

1.290,77.65

1.295,77.65

1.300,77.65

1.305,77.65

1.310,77.95

1.315,77.65

1.320,77.65

1.325,77.95

1.330,77.95

1.335,77.95

1.340,77.65

1.345,77.65

1.350,77.65

1.355,77.65

1.360,77.65

1.365,77.65

1.370,77.95

1.375,77.95

1.380,77.95

1.385,78.24

1.390,77.65

1.395,77.65

1.400,77.36

1.405,77.65

1.410,77.65

1.415,77.95

1.420,77.65

1.425,77.95

1.430,78.24

1.435,77.95

1.440,77.95

1.445,77.65

1.450,77.65

1.455,77.65

1.460,77.65

1.465,77.65

1.470,77.65

1.475,77.65

1.480,77.95

1.485,77.95

1.490,78.24

1.495,77.65

1.500,77.36

1.505,77.65

1.510,77.36

1.515,77.65

1.520,77.95

1.525,77.95

1.530,77.95

1.535,78.24

1.540,77.95

1.545,77.95

1.550,77.65

1.555,77.65

1.560,77.36

1.565,77.65

1.570,77.65

1.575,77.65

1.580,77.95

1.585,77.95

1.590,78.24

1.595,77.36

1.600,77.95

1.605,77.65

1.610,77.65

1.615,77.65

1.620,77.65

1.625,77.65

1.630,77.95

1.635,77.95

1.640,78.24

1.645,77.95

1.650,77.95

1.655,79.72

1.660,85.08

1.665,90.23

1.670,94.85

1.675,98.29

1.680,101.14

1.685,103.05

1.690,104.34

1.695,104.99

1.700,105.63

1.705,106.28

1.710,106.28

1.715,106.94

1.720,107.26

1.725,107.59

1.730,108.57

1.735,108.57

1.740,108.57

1.745,108.57

1.750,108.24

1.755,108.24

1.760,108.24

1.765,108.57

1.770,108.57

1.775,108.57

1.780,109.23

1.785,109.23

1.790,109.89

1.795,108.90

1.800,109.23

1.805,108.90

1.810,108.57

1.815,108.57

1.820,108.90

1.825,108.90

1.830,109.23

1.835,109.56

1.840,109.89

1.845,109.56

1.850,109.23

1.855,108.90

1.860,108.57

1.865,108.90

1.870,109.23

1.875,109.23

1.880,109.56

1.885,109.56

