0.000,151.10
0.005,151.10
0.010,150.29
0.015,150.29
0.020,150.29
0.025,151.51
0.030,151.51
0.035,151.10
0.040,150.70
0.045,151.10
0.050,150.29
0.055,149.89
0.060,149.89
0.065,149.89
0.070,149.48
0.075,150.29
0.080,151.10
0.085,151.10
0.090,150.70
0.095,151.10
0.100,151.10
0.105,150.70
0.110,150.70
0.115,150.29
0.120,150.70
0.125,151.10
0.130,151.10
0.135,150.70
0.140,151.10
0.145,151.10
0.150,150.70
0.155,150.70
0.160,150.29
0.165,149.89
0.170,149.48
0.175,151.10
0.180,151.10
0.185,151.10
0.190,151.10
0.195,151.10
0.200,150.70
0.205,150.70
0.210,150.70
0.215,149.89
0.220,149.48
0.225,149.89
0.230,150.70
0.235,150.70
0.240,151.10
0.245,150.70
0.250,150.70
0.255,150.70
0.260,150.29
0.265,150.29
0.270,149.89
0.275,150.29
0.280,151.10
0.285,151.10
0.290,150.29
0.295,150.70
0.300,150.70
0.305,151.10
0.310,151.10
0.315,150.29
0.320,149.89
0.325,149.89
0.330,150.70
0.335,151.10
0.340,150.70
0.345,150.29
0.350,150.70
0.355,150.70
0.360,149.89
0.365,150.70
0.370,149.48
0.375,149.89
0.380,151.10
0.385,151.10
0.390,149.89
0.395,149.08
0.400,147.48
0.405,145.50
0.410,143.54
0.415,140.82
0.420,138.15
0.425,135.13
0.430,132.91
0.435,130.34
0.440,128.52
0.445,125.30
0.450,122.48
0.455,119.00
0.460,115.24
0.465,111.88
0.470,109.56
0.475,106.94
0.480,104.66
0.485,102.41
0.490,99.87
0.495,98.29
0.500,96.09
0.505,93.92
0.510,91.45
0.515,89.93
0.520,88.40
0.525,86.89
0.530,85.98
0.535,85.08
0.540,84.48
0.545,83.58
0.550,82.69
0.555,82.39
0.560,81.50
0.565,80.90
0.570,80.31
0.575,80.02
0.580,80.02
0.585,80.31
0.590,80.31
0.595,80.31
0.600,80.02
0.605,80.31
0.610,79.72
0.615,79.72
0.620,79.72
0.625,79.72
0.630,79.72
0.635,80.02
0.640,80.31
0.645,80.02
0.650,80.31
0.655,80.31
0.660,80.02
0.665,80.31
0.670,80.31
0.675,80.31
0.680,80.61
0.685,80.31
0.690,80.61
0.695,80.31
0.700,80.90
0.705,80.90
0.710,80.61
0.715,80.31
0.720,80.31
0.725,80.31
0.730,80.31
0.735,80.31
0.740,80.61
0.745,80.90
0.750,80.61
0.755,80.61
0.760,80.61
0.765,80.61
0.770,80.02
0.775,80.31
0.780,80.61
0.785,80.90
0.790,81.20
0.795,81.20
0.800,81.20
0.805,80.90
0.810,80.61
0.815,80.90
0.820,80.61
0.825,80.31
0.830,80.31
0.835,80.31
0.840,80.61
0.845,80.90
0.850,80.90
0.855,81.20
0.860,80.90
0.865,80.61
0.870,80.61
0.875,80.31
0.880,80.31
0.885,80.61
0.890,80.61
0.895,80.61
0.900,81.20
0.905,81.20
0.910,80.90
0.915,80.61
0.920,80.61
0.925,80.31
0.930,80.31
0.935,80.31
0.940,80.61
0.945,80.61
0.950,80.90
0.955,81.20
0.960,80.90
0.965,80.61
0.970,80.90
0.975,80.90
